tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_R,Pre_L
10.098931312561035,148.39161682128906,166.17686462402344,7.524634838104248,12.39681339263916,2.5802652835845947,50.5,132.52314949035645,4.187456458806992
11.739592552185059,176.06771850585938,188.28358459472656,8.835386276245117,14.420347213745117,3.0610737800598145,50.5,136.96662950515747,4.234139561653137
8.557452201843262,123.91061401367188,161.44395446777344,6.028970241546631,10.449033737182617,2.3486969470977783,50.5,130.73834562301636,4.167525559663773
10.592695236206055,158.09320068359375,160.8169708251953,8.086810111999512,12.986608505249023,2.7473864555358887,50.5,130.6675910949707,4.164781183004379
10.233505249023438,150.5802764892578,150.24559020996094,7.883775234222412,12.572406768798828,2.4998981952667236,50.5,128.3983268737793,4.125639021396637
7.12961483001709,99.69696807861328,154.17242431640625,4.736389636993408,8.6908597946167,1.994294285774231,50.5,128.94925165176392,4.139580458402634
10.765612602233887,161.94224548339844,157.46214294433594,8.37936019897461,13.21190071105957,2.813967704772949,50.5,129.24903678894043,4.151009798049927
11.473215103149414,175.481689453125,190.9029998779297,8.53079605102539,14.01980209350586,3.3055520057678223,50.5,137.674542427063,4.235207200050354
10.628626823425293,153.0459747314453,173.33811950683594,8.008317947387695,13.145529747009277,2.4145267009735107,50.5,134.82267141342163,4.209832310676575
11.528573989868164,175.26808166503906,171.63673400878906,8.940206527709961,14.145465850830078,3.094118118286133,50.5,129.3352508544922,4.1996356546878815
11.949383735656738,180.9828338623047,187.3223114013672,9.064611434936523,14.659692764282227,3.1959362030029297,50.5,136.1844048500061,4.232259392738342
10.923919677734375,163.59141540527344,182.8076171875,8.09716510772705,13.386597633361816,2.951707124710083,50.5,139.53861284255981,4.231808811426163
12.748990058898926,196.298095703125,184.626220703125,9.90200424194336,15.623028755187988,3.4740681648254395,50.5,128.4714000225067,4.119682416319847
10.426511764526367,153.74403381347656,169.07940673828125,7.83028507232666,12.81235122680664,2.6495141983032227,50.5,133.2124433517456,4.196220487356186
11.845012664794922,178.00454711914062,182.45921325683594,9.04039192199707,14.55722427368164,3.053256034851074,50.5,133.7980251312256,4.226296007633209
8.450020790100098,123.5042495727539,156.53439331054688,6.043852806091309,10.311615943908691,2.3860340118408203,50.5,129.59357166290283,4.14695680141449
12.051922798156738,185.75135803222656,179.01437377929688,9.230812072753906,14.719462394714355,3.3937182426452637,50.5,132.60637187957764,4.2199234664440155
11.505934715270996,173.68397521972656,192.1514129638672,8.553232192993164,14.103262901306152,3.1492362022399902,50.5,138.86976099014282,4.235181897878647
10.847506523132324,159.84539794921875,178.45550537109375,8.090819358825684,13.339176177978516,2.729179620742798,50.5,136.89974880218506,4.2216503620147705
8.72219467163086,128.73619079589844,162.1176300048828,6.243829727172852,10.63866138458252,2.5223710536956787,50.5,131.33254051208496,4.17019510269165
11.785650253295898,182.55760192871094,188.29429626464844,8.840530395507812,14.364274978637695,3.4909608364105225,50.5,136.87039947509766,4.233485221862793
9.791265487670898,146.69277954101562,159.21261596679688,7.376385688781738,11.977995872497559,2.7123076915740967,50.5,130.36757469177246,4.157853692770004
12.412498474121094,189.09298706054688,195.8966827392578,9.384344100952148,15.218683242797852,3.3715908527374268,50.5,139.73982334136963,4.2394634783267975
10.800224304199219,160.88951110839844,166.88577270507812,8.232112884521484,13.262269973754883,2.773175001144409,50.5,132.58554649353027,4.1902835965156555
12.379302978515625,184.5198974609375,193.86766052246094,9.42031478881836,15.262040138244629,3.054091691970825,50.5,138.97301864624023,4.238064080476761
9.66975212097168,143.90231323242188,167.22959899902344,7.108307838439941,11.824705123901367,2.6921021938323975,50.5,132.64523887634277,4.1912533938884735
11.725963592529297,174.37742614746094,181.4788818359375,8.962272644042969,14.447169303894043,2.9003689289093018,50.5,138.88267946243286,4.22791388630867
12.021713256835938,178.82301330566406,174.7593994140625,9.3685302734375,14.832620620727539,2.8754491806030273,50.5,135.5195598602295,4.212949603796005
12.280637741088867,186.30386352539062,195.34994506835938,9.243791580200195,15.059133529663086,3.3036675453186035,50.5,139.43261289596558,4.2383012771606445
8.782674789428711,126.39747619628906,166.9846954345703,6.190603733062744,10.754419326782227,2.3326311111450195,50.5,132.93624925613403,4.190487861633301
12.099308967590332,185.87045288085938,191.9447784423828,9.083913803100586,14.780417442321777,3.439544677734375,50.5,138.2038598060608,4.2375510931015015
12.206438064575195,188.46405029296875,188.16297912597656,9.273918151855469,14.91181468963623,3.488034963607788,50.5,136.87977027893066,4.23434516787529
11.502848625183105,176.7030487060547,173.1472930908203,8.825454711914062,14.056904792785645,3.247004985809326,50.5,130.14237928390503,4.204803824424744
11.79307746887207,179.27410888671875,169.2718048095703,9.155721664428711,14.45466136932373,3.1167492866516113,50.5,128.1158275604248,4.193721801042557
11.631979942321777,174.95986938476562,169.2617950439453,9.052188873291016,14.30203914642334,2.956974983215332,50.5,133.39727973937988,4.198146492242813
12.007354736328125,181.77297973632812,151.6093292236328,9.688039779663086,14.771980285644531,2.9530718326568604,50.5,128.8738956451416,4.129306584596634
12.292728424072266,184.98651123046875,175.44630432128906,9.616527557373047,15.136950492858887,3.0528106689453125,50.5,131.0364499092102,4.211890786886215
8.79937744140625,128.17959594726562,175.08248901367188,6.062563896179199,10.735020637512207,2.502311944961548,50.5,135.97713565826416,4.215808540582657
11.793692588806152,176.67587280273438,179.9866180419922,9.047357559204102,14.510659217834473,2.988809108734131,50.5,137.84149551391602,4.22619691491127
11.306286811828613,171.57948303222656,152.50009155273438,8.945562362670898,13.861771583557129,2.9389941692352295,50.5,128.8263864517212,4.132974863052368
11.651135444641113,175.24374389648438,177.28237915039062,8.94924545288086,14.319926261901855,3.0112407207489014,50.5,131.66549396514893,4.216172993183136
11.730746269226074,175.02163696289062,159.2876739501953,9.305368423461914,14.461775779724121,2.794772148132324,50.5,130.2357840538025,4.158135086297989
10.361705780029297,153.82650756835938,171.917236328125,7.719420909881592,12.708053588867188,2.7404768466949463,50.5,134.56109619140625,4.205897390842438
11.50829792022705,174.08126831054688,162.29759216308594,9.045042037963867,14.136706352233887,2.9705288410186768,50.5,131.4821801185608,4.171570599079132
12.02941608428955,183.55360412597656,175.38429260253906,9.346504211425781,14.754793167114258,3.217180013656616,50.5,130.64119720458984,4.211376398801804
10.425050735473633,155.22557067871094,168.77415466308594,7.829308986663818,12.783194541931152,2.7567026615142822,50.5,133.55690717697144,4.196183115243912
8.586799621582031,120.72115325927734,152.21923828125,6.255399703979492,10.576725959777832,2.0162923336029053,50.5,128.76297855377197,4.131509214639664
11.686293601989746,174.4962158203125,155.04454040527344,9.327125549316406,14.4066743850708,2.7734177112579346,50.5,129.32605409622192,4.142623066902161
12.748269081115723,192.63526916503906,180.69082641601562,9.98703384399414,15.69771671295166,3.179227113723755,50.5,126.96080231666565,4.113940522074699
